account_id,arr,seat_count,tenure_months,contract_length_months,prior_discount_count,usage_trend_30d,feature_adoption_breadth,seat_utilization,support_tickets_90d,nps_score,treated_discount_offered,renewed,_true_causal_effect_logodds
11898,84993.0,7,6,12,1,-1.333,0.587,0.41,1,40.8,1,0,0.1474
11899,6144.0,13,56,24,1,0.255,0.446,0.498,2,27.9,1,1,0.1387
11900,14090.0,11,18,12,0,-0.004,0.686,0.547,2,12.6,0,1,1.5754
11901,7168.0,17,29,12,1,-0.569,0.837,0.366,1,6.4,1,1,1.4098
11902,5082.0,22,51,12,0,0.907,0.528,0.392,2,28.5,1,1,0.065
11903,8702.0,16,39,24,0,-0.805,0.267,0.264,0,24.4,1,0,0.6569
11904,9417.0,13,59,12,0,1.672,0.916,0.71,4,8.7,1,1,0.0009
11905,11279.0,12,25,12,2,0.018,0.229,0.434,2,4.0,1,1,1.6813
11906,9001.0,16,30,12,0,-1.636,0.98,0.77,6,7.6,1,1,0.0948
11907,7491.0,21,5,12,1,1.275,0.69,0.475,2,59.1,0,1,0.0393
11908,7727.0,15,42,36,0,-0.039,0.256,0.795,2,-20.3,1,0,0.8452
11909,6003.0,19,15,12,1,0.01,0.705,0.63,2,9.6,1,1,1.4139
11910,36265.0,11,3,24,0,-0.96,0.425,0.515,2,38.8,0,1,0.303
11911,12825.0,22,39,12,0,-0.455,0.412,0.416,2,26.7,1,1,0.9976
11912,3844.0,15,32,12,2,-0.816,0.646,0.847,3,-1.5,1,0,0.921
11913,7990.0,21,41,12,1,0.708,0.335,0.735,2,21.8,1,0,0.3015
11914,36594.0,16,26,24,1,0.876,0.928,0.221,4,-8.2,1,0,0.3578
11915,2929.0,17,37,12,1,2.243,0.366,0.8,3,36.1,1,1,0.0003
11916,13968.0,15,51,24,0,-1.825,0.504,0.744,0,3.9,1,0,0.0091
11917,6028.0,11,31,24,0,0.56,0.617,0.512,1,-21.1,1,0,0.7238
11918,4001.0,23,32,24,0,-0.238,0.132,0.525,4,57.5,1,1,1.5583
11919,15352.0,10,7,12,1,-0.823,0.179,0.542,2,19.3,1,0,0.5527
11920,23551.0,14,52,12,1,-0.526,0.23,0.845,2,97.4,1,0,0.2721
11921,8453.0,18,38,36,2,0.268,0.563,0.645,3,81.4,1,1,0.8591
11922,2739.0,16,55,12,1,0.681,0.732,0.386,2,-9.0,0,1,0.0723
11923,4391.0,14,8,12,0,-0.159,0.956,0.748,2,47.3,1,1,1.0167
11924,3910.0,10,34,12,0,0.138,0.609,0.66,2,44.3,1,1,1.2302
11925,76211.0,15,19,24,1,0.512,0.192,0.888,1,98.4,1,1,0.8424
11926,29285.0,11,46,12,0,0.884,0.579,0.87,3,50.3,1,1,0.1201
11927,10816.0,17,58,12,2,0.151,0.685,0.76,3,8.0,1,1,0.1162
11928,18892.0,16,27,12,0,-0.272,0.329,0.857,0,28.7,0,1,1.7517
11929,14305.0,13,37,24,2,1.33,0.586,0.468,2,53.4,1,1,0.0479
11930,1072.0,19,49,36,0,-1.338,0.59,0.48,4,48.2,0,0,0.0743
11931,22842.0,14,30,36,2,0.679,0.567,0.775,2,12.8,0,0,0.5686
11932,25603.0,17,13,12,1,0.171,0.693,0.438,2,36.9,1,1,1.1365
11933,6027.0,17,4,12,0,-0.807,0.748,0.537,1,84.0,1,1,0.4433
11934,8775.0,16,26,12,0,-0.109,0.511,0.374,2,-17.8,1,1,1.7637
11935,7004.0,21,56,24,0,-1.645,0.477,0.833,4,47.4,1,1,0.0102
11936,5361.0,13,6,12,1,1.634,0.54,0.213,2,14.4,1,1,0.0082
11937,31821.0,16,23,24,2,-0.282,0.693,0.413,0,40.1,1,1,1.7794
11938,31529.0,8,12,12,0,-1.039,0.595,0.682,0,13.6,1,0,0.4912
11939,6260.0,18,19,24,1,0.196,0.223,0.832,4,59.7,1,1,1.37
11940,44019.0,11,38,24,1,0.484,0.169,0.954,4,1.6,0,0,0.608
11941,46247.0,9,20,12,1,-0.179,0.402,0.866,2,7.4,1,1,1.7361
11942,9323.0,18,36,12,0,-2.103,0.69,0.528,2,31.1,1,0,0.0086
11943,33312.0,17,59,12,1,-0.057,0.421,0.294,0,8.4,1,0,0.115
11944,13366.0,10,9,12,0,0.942,0.637,0.42,1,83.3,1,1,0.1785
11945,6261.0,21,8,24,0,-0.513,0.96,0.653,1,59.1,0,1,0.8893
11946,3583.0,11,22,12,1,0.426,0.543,0.191,3,-3.5,1,1,1.0348
11947,15723.0,12,43,12,1,1.223,0.5,0.3,2,14.4,1,1,0.0484
11948,6920.0,18,55,12,2,-0.615,0.11,0.673,1,62.8,1,1,0.1675
11949,12095.0,13,41,12,1,-0.83,0.506,0.771,2,58.3,0,1,0.5462
11950,29218.0,9,23,12,3,-0.392,0.362,0.824,1,39.3,1,1,1.7066
11951,4528.0,17,6,12,1,-1.627,0.407,0.643,1,19.4,1,1,0.0519
11952,1566.0,22,38,36,0,-0.982,0.455,0.601,2,25.6,1,0,0.4983
11953,1104.0,19,8,24,2,0.636,0.829,0.55,2,-5.5,1,1,0.3864
11954,20726.0,12,12,12,0,0.067,0.12,0.38,3,49.5,1,0,1.1838
11955,6977.0,9,5,24,0,-0.025,0.229,0.428,1,35.5,1,0,0.7735
11956,1941.0,15,10,12,1,-0.172,0.273,0.804,2,-25.6,1,1,1.1631
11957,4296.0,15,33,24,1,0.799,0.888,0.538,1,26.9,0,1,0.3757
11958,13840.0,20,45,12,2,-0.921,0.616,0.801,3,16.3,1,0,0.3282
11959,28232.0,14,19,12,0,-0.298,0.622,0.642,3,52.1,0,1,1.6803
11960,2474.0,12,5,12,1,-1.925,0.622,0.602,3,-8.6,1,1,0.013
11961,4784.0,8,4,12,0,-0.707,0.692,0.584,1,4.5,1,1,0.5179
11962,13893.0,19,42,24,2,0.13,0.573,0.574,3,67.6,1,1,0.7529
11963,45966.0,13,12,12,0,-0.45,0.283,0.961,3,65.6,1,1,1.1984
11964,13965.0,19,3,36,0,1.25,0.613,0.289,1,80.9,1,1,0.0365
11965,25881.0,16,47,12,1,-0.414,0.394,0.877,1,16.5,1,1,0.5214
11966,25828.0,22,40,12,1,0.857,0.462,0.502,2,71.0,1,1,0.216
11967,14393.0,16,49,24,1,-0.256,0.645,0.21,3,32.7,1,1,0.4469
11968,2701.0,14,19,24,0,-0.567,0.409,0.478,2,20.6,1,1,1.4117
11969,11402.0,13,35,12,0,-1.779,0.934,0.646,1,69.4,1,1,0.0431
11970,10688.0,14,37,24,2,-0.308,0.427,0.836,1,20.4,1,0,1.2165
11971,7581.0,11,3,12,1,0.163,0.404,0.881,5,63.4,1,0,0.5626
11972,13503.0,20,7,36,3,1.549,0.527,0.522,3,68.2,0,1,0.0135
11973,19349.0,24,43,12,1,-0.092,0.336,0.42,3,32.2,1,1,0.794
11974,28973.0,13,17,12,0,0.048,0.049,0.684,3,22.6,1,1,1.4817
11975,8607.0,22,14,12,0,-0.19,0.06,0.68,2,56.0,1,0,1.4411
11976,6857.0,14,20,12,0,0.009,0.564,0.853,1,55.5,1,1,1.6348
11977,32688.0,10,23,24,1,-0.622,0.595,0.736,3,6.0,1,1,1.403
11978,4478.0,18,12,24,1,0.795,0.201,0.622,3,26.1,0,0,0.3305
11979,24452.0,12,49,12,0,0.575,0.21,0.626,4,52.4,1,0,0.195
11980,4700.0,15,56,24,1,-0.896,0.295,0.552,1,17.6,1,1,0.0943
11981,65608.0,4,32,12,1,1.142,0.749,0.852,1,75.3,1,1,0.1279
11982,4426.0,20,25,24,0,0.952,0.941,0.788,1,67.2,1,1,0.2842
11983,9367.0,22,18,12,0,1.217,0.198,0.685,2,-6.0,1,1,0.1021
11984,6636.0,13,23,12,0,1.215,0.321,0.541,2,12.2,1,1,0.1115
11985,5104.0,19,20,12,1,0.055,0.564,0.864,3,7.6,1,1,1.5873
11986,7506.0,14,20,12,2,0.617,0.405,0.469,1,23.7,1,1,0.6876
11987,7097.0,19,37,24,1,1.709,0.74,0.586,0,36.8,1,1,0.0079
11988,12392.0,20,47,12,0,0.536,0.547,0.202,0,-8.5,0,1,0.2618
11989,1378.0,20,58,12,1,0.749,0.386,0.729,4,79.7,1,1,0.0395
11990,5210.0,8,59,12,2,-2.579,0.099,0.409,3,68.9,1,0,0.0
11991,6443.0,20,46,12,0,0.147,0.766,0.742,2,18.4,1,1,0.5193
11992,6963.0,18,38,24,2,0.57,0.545,0.808,4,17.3,0,0,0.5107
11993,31116.0,18,34,12,2,0.427,0.478,0.756,2,-30.6,1,1,0.8346
11994,7679.0,9,27,36,0,-0.632,0.677,0.231,1,69.1,1,1,1.362
11995,19607.0,15,37,12,2,0.46,0.508,0.722,1,16.1,1,1,0.6758
11996,6993.0,16,3,12,1,-1.284,0.428,0.215,3,9.2,1,1,0.1321
11997,3848.0,14,11,12,1,-0.045,0.719,0.909,1,56.8,1,1,1.1959
11998,51041.0,14,30,12,1,2.089,0.352,0.363,4,39.2,1,1,0.0012
11999,30140.0,12,21,12,0,-1.046,0.417,0.854,1,31.3,1,1,0.6522
12000,14356.0,15,14,24,2,0.167,0.71,0.561,2,61.2,1,0,1.1956
12001,3533.0,16,27,24,0,0.018,0.571,0.802,6,54.5,1,1,1.6519
12002,16910.0,9,52,12,1,-0.903,0.826,0.413,1,61.4,0,1,0.1587
12003,79970.0,18,14,12,0,1.223,0.714,0.63,1,38.5,1,1,0.0866
12004,21877.0,23,36,36,0,0.74,0.442,0.494,4,67.4,1,0,0.3836
12005,24860.0,17,31,12,0,-1.404,0.926,0.697,2,23.4,1,1,0.2156
12006,6167.0,18,11,24,1,0.565,0.094,0.727,2,-2.8,1,1,0.5487
12007,5034.0,13,47,12,0,0.217,0.093,0.665,3,12.1,1,1,0.4365
12008,10676.0,16,33,36,0,0.188,0.168,0.774,1,52.2,1,1,1.2192
12009,3119.0,16,28,24,1,0.826,0.592,0.287,3,37.9,1,1,0.4026
12010,23456.0,22,31,12,0,-2.66,0.622,0.434,5,22.6,0,0,0.0004
12011,6527.0,14,18,12,1,1.69,0.687,0.615,1,82.2,1,1,0.0116
12012,9061.0,8,54,12,0,2.222,0.709,0.872,2,22.9,0,1,0.0001
12013,3970.0,14,55,12,1,1.338,0.827,0.351,1,45.3,1,1,0.008
12014,15463.0,13,17,24,2,-0.746,0.644,0.681,1,46.7,1,1,1.0675
12015,18431.0,16,51,24,0,-0.374,0.408,0.545,0,-19.4,1,1,0.3415
12016,16144.0,16,19,24,1,-0.837,0.396,0.724,2,44.2,1,1,0.9689
12017,15732.0,13,13,12,0,0.312,0.471,0.665,2,37.0,0,1,0.9561
12018,5392.0,13,58,36,1,-1.266,0.969,0.336,2,13.1,1,0,0.0285
12019,4334.0,13,46,24,0,1.438,0.811,0.601,5,58.4,1,1,0.0148
12020,11126.0,13,8,12,2,-0.846,0.499,0.497,1,83.2,1,1,0.5706
12021,14153.0,14,5,12,1,-1.103,0.712,0.855,1,51.5,1,1,0.2604
12022,2836.0,11,25,12,2,2.111,0.499,0.582,2,59.2,1,1,0.0011
12023,13930.0,17,47,12,0,-0.148,0.616,0.568,3,78.0,1,1,0.5535
12024,5040.0,19,41,24,0,-0.915,0.742,0.24,0,52.9,0,1,0.4653
12025,5880.0,12,10,12,1,-0.524,0.816,0.433,4,15.8,1,1,1.0065
12026,10642.0,16,46,12,0,0.275,0.978,0.557,3,2.5,1,0,0.4486
12027,16882.0,13,5,12,1,1.963,0.742,0.456,0,-25.8,1,0,0.0012
12028,11166.0,12,21,12,2,-0.034,0.395,0.783,0,0.1,1,1,1.698
12029,8446.0,14,26,12,1,-0.554,0.387,0.561,3,-5.5,1,1,1.4987
12030,6331.0,20,12,12,0,1.738,0.576,0.443,0,17.3,1,1,0.0071
12031,13118.0,10,43,12,2,-1.729,0.328,0.294,1,59.5,1,0,0.0314
12032,10653.0,8,54,12,2,1.227,0.656,0.588,5,-8.4,0,0,0.0144
12033,6873.0,18,8,12,0,0.141,0.48,0.275,1,26.5,1,1,0.8675
12034,11100.0,14,59,12,0,-0.771,0.352,0.869,3,-29.8,1,0,0.0753
12035,1104.0,14,29,24,1,-2.564,0.28,0.648,2,11.8,0,0,0.0007
12036,2899.0,8,46,12,1,0.624,0.642,0.684,1,40.2,0,1,0.2392
12037,9080.0,18,37,24,1,-0.174,0.637,0.685,1,7.5,1,1,1.2353
12038,7249.0,14,4,12,1,1.056,0.233,0.367,0,21.1,1,1,0.0829
12039,8516.0,12,33,24,1,-0.853,0.803,0.155,2,61.6,1,1,0.8317
12040,3900.0,19,12,12,0,-0.552,0.429,0.562,4,11.9,1,1,1.1008
12041,12835.0,15,35,24,1,-0.402,0.297,0.565,2,24.9,1,1,1.2997
12042,6691.0,11,58,36,1,-0.167,0.64,0.557,1,26.9,1,1,0.1377
12043,7776.0,15,27,12,1,-0.758,0.245,0.911,1,37.7,1,1,1.1442
12044,16923.0,18,25,24,2,-1.135,0.76,0.589,4,26.6,1,1,0.5335
12045,8181.0,12,13,12,0,-1.635,0.208,0.904,2,32.1,1,1,0.0787
12046,25428.0,19,58,12,0,-0.48,0.451,0.469,2,21.8,1,0,0.1237
12047,13994.0,15,16,36,1,-0.553,0.051,0.507,5,-22.8,1,0,1.3136
12048,5115.0,16,43,12,2,0.451,0.619,0.831,4,0.2,1,0,0.4482
12049,3339.0,16,35,12,1,-1.016,0.849,0.416,1,9.8,1,1,0.5456
12050,18230.0,7,48,12,1,-2.344,0.581,0.835,2,32.0,0,0,0.0008
12051,3549.0,17,18,12,0,1.617,0.339,0.742,2,80.2,1,1,0.017
12052,17589.0,12,9,12,1,0.87,0.589,0.896,3,44.5,1,1,0.2223
12053,60917.0,21,14,24,0,0.312,0.714,0.737,3,7.9,1,1,1.0021
12054,4531.0,11,5,12,0,-1.214,0.254,0.241,3,56.5,1,1,0.1933
12055,14665.0,13,35,12,1,1.076,0.371,0.246,3,-12.5,0,1,0.1434
12056,5266.0,15,46,12,0,0.294,0.296,0.229,3,8.9,1,1,0.4376
12057,9655.0,17,8,12,0,-1.318,0.411,0.58,1,61.1,1,1,0.1795
12058,17027.0,10,53,24,1,2.008,0.791,0.811,1,31.7,1,1,0.0003
12059,3634.0,21,22,24,2,-1.324,0.537,0.647,5,29.9,1,1,0.3083
12060,12449.0,11,32,12,0,0.45,0.547,0.623,0,-2.4,1,1,0.8691
12061,21448.0,19,58,24,0,2.844,0.381,0.644,3,-7.6,1,1,0.0
12062,5616.0,10,56,12,0,-1.004,0.954,0.775,0,55.9,1,1,0.0753
12063,26949.0,11,59,12,0,2.064,0.899,0.727,3,42.1,1,1,0.0001
12064,8436.0,22,44,12,3,-1.73,0.65,0.928,4,10.2,1,0,0.0286
12065,4282.0,10,6,24,1,0.027,0.487,0.443,2,78.4,1,1,0.8156
12066,20525.0,18,25,12,0,-2.078,0.906,0.612,1,0.1,1,1,0.0134
12067,5658.0,10,10,24,1,-1.25,0.401,0.534,2,22.0,1,0,0.2519
12068,61224.0,13,50,12,0,0.524,0.726,0.708,3,21.3,1,1,0.1934
12069,17333.0,12,31,12,2,-0.836,0.1,0.711,0,22.4,1,1,0.9204
12070,16951.0,13,48,12,1,-0.975,0.932,0.64,5,26.3,0,0,0.2172
12071,2176.0,14,45,24,0,-0.481,0.378,0.427,1,48.8,1,1,0.6054
12072,51529.0,21,6,12,2,-0.335,0.331,0.05,1,46.2,1,0,0.8544
12073,10033.0,10,17,12,0,0.988,0.254,0.695,4,17.4,1,0,0.2276
12074,15002.0,13,11,12,2,-0.224,0.752,0.532,4,50.0,0,1,1.2354
12075,16509.0,10,4,12,0,2.911,0.854,0.821,5,37.5,1,1,0.0
12076,18500.0,18,49,24,3,-0.423,0.512,0.614,4,33.8,1,1,0.4188
12077,3072.0,17,15,12,1,-1.729,0.44,0.845,0,26.7,1,0,0.0584
12078,8024.0,23,21,24,1,-0.341,0.738,0.58,3,18.2,1,1,1.7163
12079,22225.0,18,46,12,0,2.085,0.412,0.526,2,33.2,0,0,0.0004
12080,19539.0,15,28,24,2,-1.426,0.758,0.456,2,21.2,1,1,0.2151
12081,8118.0,11,53,12,0,-0.357,0.753,0.267,4,64.6,1,1,0.2684
12082,13601.0,18,46,12,1,1.171,0.132,0.704,1,52.1,0,0,0.0451
12083,14122.0,13,9,12,1,2.834,0.538,0.497,3,15.7,1,1,0.0
12084,30304.0,13,32,12,2,0.734,0.565,0.507,1,55.5,1,1,0.4647
12085,6394.0,19,6,12,0,0.563,0.876,0.891,0,40.8,1,1,0.39
12086,4913.0,15,54,12,1,-0.038,0.717,0.928,3,22.1,1,1,0.2349
12087,9654.0,13,26,12,0,-0.252,0.582,0.428,2,-4.0,1,1,1.7774
12088,5483.0,17,39,36,1,2.097,0.097,0.916,1,50.7,1,1,0.0007
12089,7686.0,16,51,12,1,1.132,0.282,0.426,1,56.6,1,1,0.0304
12090,7147.0,5,5,12,1,-2.451,0.734,0.79,3,65.9,0,0,0.0007
12091,9677.0,23,39,12,0,-1.546,0.873,0.819,1,78.2,1,1,0.0883
12092,6012.0,21,38,24,0,-1.335,0.799,0.843,1,-10.6,1,0,0.1945
12093,5694.0,13,11,24,0,-0.369,0.727,0.843,2,52.9,1,1,1.1884
12094,23917.0,12,8,24,2,0.686,0.22,0.772,7,2.8,1,1,0.3426
12095,1639.0,9,15,24,0,-0.324,0.408,0.171,3,0.2,1,1,1.4716
12096,38184.0,17,24,12,0,0.183,0.761,0.494,2,13.1,1,1,1.468
12097,15129.0,16,10,12,2,-1.532,0.525,0.795,1,39.7,0,0,0.0992
12098,39767.0,17,55,36,1,-0.417,0.481,0.538,0,9.9,1,1,0.1993
12099,8032.0,17,53,36,0,1.688,0.699,0.369,3,73.0,1,1,0.002
12100,24551.0,18,56,24,1,1.253,0.832,0.317,3,42.3,1,1,0.0098
12101,7760.0,13,45,12,0,-1.007,0.221,0.775,3,33.7,1,0,0.2733
12102,9575.0,18,56,12,0,-0.242,0.144,0.616,1,5.2,1,0,0.1845
12103,8722.0,16,13,12,0,1.392,0.467,0.894,0,68.3,1,1,0.0407
12104,13926.0,16,27,24,1,-0.38,0.94,0.677,0,46.3,1,1,1.6869
12105,12401.0,20,37,24,3,1.262,0.527,0.567,2,30.2,1,1,0.0635
12106,25511.0,16,42,12,0,-1.188,0.763,0.194,2,10.9,1,1,0.2261
12107,15810.0,14,32,24,0,1.782,0.739,0.286,3,17.0,1,1,0.0067
12108,10659.0,14,16,12,1,0.567,0.431,0.363,2,42.2,1,1,0.6902
12109,11543.0,16,17,12,0,0.248,0.477,0.677,0,36.8,1,1,1.2215
12110,5941.0,16,57,12,0,0.685,0.426,0.456,2,58.3,1,1,0.0539
12111,7859.0,12,17,36,2,2.31,0.367,0.402,2,73.9,0,1,0.0003
12112,3964.0,12,26,12,0,1.469,0.701,0.194,1,62.7,0,1,0.0373
12113,7254.0,14,33,24,0,-1.357,0.384,0.661,1,24.3,0,0,0.234
12114,13894.0,12,46,12,0,-1.841,0.716,0.579,1,15.8,1,0,0.0146
12115,15178.0,18,12,24,0,0.644,0.103,0.879,4,33.2,1,1,0.4857
12116,11362.0,15,49,24,0,-1.235,0.625,0.308,4,11.7,1,0,0.1013
12117,39131.0,15,36,12,1,0.142,0.566,0.163,3,8.4,0,1,1.111
12118,8245.0,16,42,12,1,-1.271,0.432,0.321,0,26.1,0,1,0.1782
12119,3183.0,23,41,12,0,-0.514,0.66,0.298,2,-3.1,1,1,0.8262
12120,7152.0,11,24,24,1,-0.316,0.617,0.622,3,71.9,1,1,1.7666
12121,2746.0,16,59,12,0,0.898,0.402,0.799,2,28.6,1,1,0.0221
12122,7346.0,15,42,36,2,1.073,0.256,0.668,0,29.8,1,1,0.0924
12123,14426.0,19,32,24,0,-0.174,0.786,0.868,4,-15.6,1,1,1.5599
12124,766.0,10,51,12,0,-1.188,0.593,0.248,2,25.3,1,1,0.0919
12125,20914.0,10,9,12,0,-0.429,0.692,0.576,2,94.0,0,0,1.0153
12126,4769.0,23,9,12,0,-0.985,0.545,0.466,1,56.5,1,1,0.4638
12127,63846.0,13,28,24,1,-1.073,0.167,0.167,2,1.0,1,1,0.6028
12128,26632.0,20,41,24,2,-0.118,0.214,0.813,1,46.5,1,1,0.9382
12129,45833.0,18,19,12,0,0.352,0.473,0.664,5,17.4,1,0,1.1148
12130,1941.0,13,57,24,1,-0.846,0.548,0.638,1,78.5,0,0,0.0896
12131,46747.0,11,36,12,0,1.19,0.141,0.677,2,44.5,1,0,0.0893
12132,4258.0,13,56,12,2,-0.016,0.877,0.545,2,75.5,0,1,0.1764
12133,3058.0,17,37,12,0,-2.082,0.376,0.552,4,76.2,1,1,0.009
12134,5132.0,16,50,24,2,1.114,0.685,0.443,0,1.9,0,1,0.0364
12135,33178.0,13,52,12,0,-0.506,0.183,0.792,1,10.9,1,0,0.2769
12136,12734.0,10,57,12,1,-1.062,0.398,0.922,4,58.0,1,1,0.057
12137,16630.0,15,27,24,2,-1.482,0.733,0.358,2,35.6,1,0,0.1798
12138,26835.0,15,43,36,1,-1.134,0.474,0.447,1,39.7,1,0,0.2405
12139,3508.0,13,7,12,1,0.31,0.717,0.309,2,5.4,0,0,0.6596
12140,11271.0,15,38,12,0,-0.755,0.091,0.624,0,50.7,1,1,0.759
12141,35804.0,16,29,24,2,-0.005,0.57,0.85,1,14.3,1,1,1.6152
12142,3567.0,9,32,12,1,-0.324,0.785,0.156,1,26.5,1,1,1.5284
12143,2000.0,16,18,12,0,-1.178,0.541,0.785,0,48.1,0,1,0.4404
12144,10683.0,16,18,12,1,-1.418,0.527,0.87,4,14.8,1,1,0.2113
12145,6249.0,9,18,12,0,0.299,0.338,0.848,2,19.7,1,1,1.176
12146,2724.0,18,56,24,0,1.173,0.308,0.397,2,54.0,1,1,0.0135
12147,10632.0,13,32,12,1,-0.166,0.341,0.764,1,41.8,0,1,1.5589
12148,13676.0,24,55,24,1,-0.596,0.226,0.531,2,54.9,1,1,0.1711
12149,35024.0,11,25,12,0,-0.318,0.672,0.45,2,46.1,0,1,1.7615
12150,3850.0,23,4,36,1,0.216,0.131,0.911,0,3.9,1,1,0.5818
12151,25342.0,16,44,24,0,-0.041,0.256,0.593,2,79.8,0,1,0.7146
12152,14153.0,16,29,24,1,-1.835,0.239,0.652,2,24.4,0,1,0.0416
12153,18981.0,16,42,12,1,-0.038,0.334,0.635,5,26.0,0,1,0.8449
12154,5018.0,14,13,12,1,0.561,0.214,0.541,6,4.1,1,1,0.6153
12155,16659.0,14,24,24,1,-0.752,0.369,0.531,2,2.2,1,0,1.1789
12156,13444.0,16,47,12,1,0.943,0.753,0.514,3,8.2,1,1,0.0904
12157,2988.0,20,29,12,2,-0.224,0.929,0.445,0,37.9,1,1,1.7013
12158,48018.0,22,43,24,1,0.184,0.259,0.479,2,-7.4,1,1,0.6577
12159,6444.0,20,13,12,1,0.991,0.16,0.709,3,15.6,1,1,0.1919
12160,9133.0,13,34,12,2,-1.533,0.411,0.654,2,56.8,1,0,0.1221
12161,4667.0,12,23,12,2,-0.503,0.691,0.416,0,8.5,1,0,1.5805
12162,27398.0,21,24,12,0,-0.283,0.09,0.266,3,24.2,1,0,1.7827
12163,13374.0,12,7,24,1,1.947,0.672,0.484,1,-10.7,1,1,0.0016
12164,19013.0,18,57,12,2,-2.449,0.635,0.604,3,51.1,1,1,0.0001
12165,19456.0,18,55,24,1,-0.739,0.874,0.496,2,70.6,1,1,0.1421
12166,50064.0,19,8,12,1,-1.19,0.549,0.761,4,31.4,1,1,0.2614
12167,23579.0,14,48,12,0,0.951,0.091,0.717,2,28.9,0,1,0.0795
12168,28711.0,21,38,12,1,0.192,0.532,0.402,1,51.3,1,1,0.9411
12169,71294.0,21,30,24,0,0.382,0.405,0.641,3,42.6,1,1,1.0385
12170,33757.0,19,57,36,1,0.278,0.71,0.717,3,48.3,1,0,0.1166
12171,3771.0,17,14,12,2,1.171,0.892,0.787,2,38.8,1,1,0.1057
12172,3702.0,20,23,12,0,-0.341,0.87,0.877,0,18.6,1,1,1.747
12173,6506.0,17,16,12,0,-0.803,0.633,0.863,3,-17.4,1,1,0.9415
12174,9003.0,16,59,12,0,-1.88,0.024,0.366,0,64.1,0,0,0.0023
12175,6952.0,13,53,12,1,1.213,0.337,0.598,5,14.8,1,0,0.0174
12176,2479.0,15,33,36,1,-0.709,0.758,0.643,4,-2.1,1,1,1.0491
12177,4017.0,7,57,36,0,-0.292,0.314,0.614,1,45.0,1,1,0.1582
12178,7276.0,13,30,12,0,1.557,0.649,0.414,2,60.1,1,1,0.0228
12179,4638.0,15,15,12,0,-0.243,0.887,0.724,4,15.0,1,0,1.4996
12180,13667.0,12,25,24,0,0.242,0.496,0.742,2,-28.4,1,0,1.3687
12181,7370.0,16,53,24,0,-0.713,0.707,0.601,2,-5.7,1,1,0.1928
12182,29612.0,14,7,12,0,0.476,0.759,0.853,3,60.3,1,1,0.5017
12183,52861.0,12,44,24,1,-0.739,0.634,0.405,1,16.2,1,1,0.4944
12184,8723.0,20,3,24,0,-1.111,0.081,0.4,0,23.5,1,0,0.2132
12185,15632.0,17,3,12,0,-0.352,0.519,0.384,1,27.6,1,1,0.6542
12186,24437.0,19,4,12,0,-2.131,0.485,0.351,2,6.9,1,0,0.0042
12187,3423.0,9,24,12,1,0.37,0.473,0.478,2,7.3,0,1,1.1455
12188,17597.0,13,59,24,0,-0.406,0.15,0.892,2,50.4,1,0,0.1115
12189,18570.0,15,53,12,0,0.33,0.194,0.605,4,35.2,1,1,0.1879
12190,26564.0,21,43,12,1,-0.297,0.585,0.555,1,27.2,1,1,0.7966
12191,7727.0,12,39,12,1,-0.073,0.356,0.395,3,51.9,0,0,1.0676
12192,54805.0,14,52,12,2,0.263,0.706,0.548,3,12.2,0,1,0.2341
12193,14172.0,14,48,12,1,-1.134,0.846,0.761,3,14.2,1,1,0.1489
12194,3445.0,16,17,12,1,0.569,0.865,0.734,1,75.1,0,0,0.7101
12195,34231.0,19,47,12,0,1.61,0.5,0.254,5,24.2,0,1,0.0059
12196,3876.0,18,55,36,2,0.031,0.583,0.701,2,37.7,1,1,0.1975
12197,95755.0,18,19,36,2,-0.378,0.342,0.638,2,-3.6,1,1,1.6292
12198,4239.0,14,9,24,0,1.247,0.529,0.585,1,64.7,1,1,0.0597
12199,24775.0,17,44,12,1,1.939,0.439,0.417,3,23.0,1,1,0.0013
12200,13954.0,17,11,12,0,0.774,0.879,0.276,2,50.7,1,1,0.3313
12201,5023.0,17,48,12,0,0.425,0.87,0.56,0,44.5,1,1,0.291
12202,38494.0,10,24,36,0,-2.782,0.55,0.388,3,20.3,1,0,0.0002
12203,10820.0,16,45,12,0,0.733,0.388,0.601,3,45.9,0,1,0.2015
12204,26655.0,21,9,24,0,0.908,0.84,0.871,3,35.2,1,1,0.1986
12205,8498.0,13,28,24,0,0.16,0.214,0.843,1,52.2,1,1,1.4512
12206,36910.0,12,16,12,0,-0.599,0.113,0.336,4,-28.8,0,0,1.2514
12207,8695.0,13,41,12,2,0.056,0.282,0.483,2,37.1,0,0,0.8644
12208,15888.0,12,58,12,2,0.349,0.426,0.705,2,66.5,1,1,0.0908
12209,15134.0,11,7,12,0,-0.451,0.29,0.413,2,43.7,1,1,0.8679
12210,12281.0,18,13,12,1,0.625,0.464,0.757,1,25.6,0,1,0.5345
12211,33688.0,18,32,12,1,-0.096,0.421,0.931,2,3.2,1,1,1.538
12212,78769.0,13,17,24,0,-0.531,0.877,0.509,3,52.6,1,1,1.3867
12213,26816.0,12,7,12,1,0.012,0.38,0.289,1,49.7,1,0,0.8896
12214,18405.0,20,5,12,0,-0.196,0.841,0.519,1,16.9,1,1,0.807
12215,14021.0,16,11,12,2,-0.055,0.445,0.628,1,43.3,0,1,1.2008
12216,7726.0,9,36,12,0,0.355,0.644,0.208,3,45.4,1,1,0.8522
